,word,x,y
145,all,8.117063522338867,-20.32314109802246
146,geq,11.938603401184082,-45.40404510498047
147,vert,12.362043380737305,-44.6503791809082
148,leq,12.397225379943848,-44.81254196166992
149,If,16.47138023376465,-42.55853271484375
150,unique,7.721153259277344,-38.580772399902344
151,called,10.411673545837402,-3.391389846801758
152,not,-14.969096183776855,-14.839925765991211
153,said,-3.1607415676116943,-7.921647548675537
154,be,-18.418668746948242,-12.22465991973877
155,divergent,12.344600677490234,-36.95253372192383
156,Contents,-31.195823669433594,43.99721145629883
157,hide,-31.198955535888672,43.996273040771484
158,Convergence,11.11886215209961,-37.31514358520508
159,tests,10.440237045288086,-36.75653076171875
160,absolute,10.76161003112793,-37.79456329345703
161,convergence,11.315037727355957,-38.006935119628906
162,Cauchy,11.659189224243164,-38.44041061401367
163,criterion,11.972282409667969,-38.448448181152344
164,See,-28.472248077392578,-47.35570526123047
165,also,18.990829467773438,-35.547210693359375
166,External,-29.093982696533203,-46.827919006347656
167,links,-29.1525821685791,-46.78667449951172
168,reciprocals,12.334610939025879,-36.373722076416016
169,produce,12.831695556640625,-36.01392364501953
170,over,13.656791687011719,-34.28895950317383
171,cdots,16.1844539642334,-44.285831451416016
172,rightarrow,15.690902709960938,-44.25883483886719
173,infty,14.186247825622559,-44.370399475097656
174,Alternating,11.793746948242188,-36.093360900878906
175,signs,11.14212703704834,-35.44017791748047
176,produces,12.023929595947266,-35.570831298828125
177,prime,13.608491897583008,-35.91934585571289
178,so,-25.01137924194336,-27.355487823486328
179,set,-46.86863327026367,-13.880433082580566
180,see,-54.28154373168945,-3.926753044128418
181,e,-11.452869415283203,40.23447799682617
182,frac,16.324373245239258,-44.35423278808594
183,square,27.74298667907715,-16.41993522644043
184,problem,27.385116577148438,-11.093544960021973
185,powers,-20.065553665161133,-43.9798469543457
186,Main,-34.781497955322266,47.02728271484375
187,article,-34.78254699707031,47.02778625488281
188,There,9.35623836517334,-35.102752685546875
189,are,-48.392662048339844,-22.330358505249023
190,methods,-25.11962127685547,-42.18585968017578
191,whether,-3.360424280166626,-43.332008361816406
192,or,-6.968456268310547,-43.62936019897461
193,diverges,13.27867603302002,-41.15228271484375
194,blue,12.987648010253906,45.656951904296875
195,Sigma,14.100238800048828,-42.3603401184082
196,b,14.03255558013916,-48.28875732421875
197,can,21.815324783325195,8.638712882995605
198,converge,14.088519096374512,-41.97023391723633
199,then,9.875445365905762,-47.84268569946289
200,smaller,38.146907806396484,3.9462034702301025
201,must,6.659773349761963,-34.147613525390625
202,By,46.22664260864258,-13.775768280029297
203,red,12.246268272399902,45.23158645629883
204,diverge,14.028742790222168,-41.98194885253906
205,test,14.719476699829102,-40.39826202392578
206,compared,28.145036697387695,-5.439809322357178
207,those,30.905324935913086,-11.892471313476562
208,another,-4.284878253936768,5.638347625732422
209,does,42.75967788696289,-18.367507934570312
210,However,-6.825173854827881,-25.56819725036621
211,r,15.235742568969727,-43.308162689208984
212,lim,14.823980331420898,-44.3883171081543
213,ratio,15.503060340881348,-40.39958190917969
214,may,17.975608825683594,7.732792854309082
215,root,14.774270057678223,-40.576881408691406
216,question,4.086002349853516,-13.861729621887207
217,non,7.914186477661133,-4.861265182495117
218,negative,14.75583267211914,-9.143084526062012
219,where,41.7968635559082,10.229133605957031
220,possibly,5.757469177246094,-2.962836265563965
221,it,-16.79027557373047,-14.051464080810547
222,same,25.49346351623535,-32.964508056640625
223,value,6.832971572875977,-47.04709243774414
224,both,-6.803563594818115,-13.724365234375
225,based,-40.72993469238281,-27.911510467529297
226,comparison,8.7622709274292,-41.254119873046875
227,they,8.024275779724121,-9.277341842651367
228,work,-1.6694015264511108,-35.944305419921875
229,similar,39.9349250793457,-9.961942672729492
230,situations,25.02208137512207,-12.621853828430176
231,In,-16.927165985107422,-9.112027168273926
232,fact,18.11644172668457,-8.21861743927002
233,meaning,19.89214515686035,-0.9884474873542786
234,equal,13.642547607421875,-17.14510726928711
235,however,-25.92945098876953,-26.417131423950195
236,true,17.65650177001953,-37.72014236450195
237,therefore,31.312162399291992,-22.671937942504883
238,more,-29.71505355834961,-31.260211944580078
239,generally,27.5075626373291,-31.758987426757812
240,applicable,-2.984018564224243,-39.363525390625
241,but,-19.59351348876953,-12.88175106048584
242,practical,-2.083888053894043,-37.22728729248047
243,matter,-3.3955042362213135,-38.57442092895508
244,often,14.433975219726562,10.093043327331543
245,difficult,23.724010467529297,-6.386393070220947
246,commonly,57.81486129760742,1.4106956720352173
247,seen,-22.609241485595703,-10.769515991210938
248,types,51.58815383911133,8.221482276916504
249,establish,-9.133257865905762,18.1314754486084
250,Let,8.658312797546387,-45.354549407958984
251,f,14.420924186706543,-45.9599609375
252,monotone,11.733320236206055,-42.716468811035156
253,decreasing,11.76175308227539,-42.690555572509766
254,function,10.94351863861084,-41.070159912109375
255,int,15.227087020874023,-44.2470703125
256,x,16.086414337158203,-45.775352478027344
257,dx,15.138787269592285,-44.27539825439453
258,t,36.474971771240234,37.163841247558594
259,But,10.409406661987305,-16.884252548217773
260,Limit,-10.581954956054688,3.355762481689453
261,only,18.280183792114258,-17.261789321899414
262,Also,48.62688446044922,-15.053750038146973
263,known,-1.0977585315704346,19.444684982299805
264,states,12.632060050964355,-38.674171447753906
265,form,26.548904418945312,-23.461185455322266
266,power,9.44371509552002,-37.830482482910156
267,z,11.119396209716797,-37.7950325012207
268,i,15.049699783325195,-37.6669807434082
269,length,37.61452102661133,-7.290050506591797
270,line,34.97014236450195,-39.617225646972656
271,For,-37.249053955078125,-26.914194107055664
272,Therefore,23.68877410888672,-23.907663345336914
273,This,22.73075294494629,-33.796043395996094
274,absolutely,10.634143829345703,-39.760650634765625
275,An,-29.917068481445312,-14.196353912353516
276,created,-10.22770881652832,5.186753273010254
277,joining,-33.30849838256836,27.598318099975586
278,together,-8.87661361694336,30.679840087890625
279,long,15.006492614746094,0.09138253331184387
280,conditionally,10.599400520324707,-39.60770797729492
281,path,22.184537887573242,-14.447951316833496
282,possible,5.2546868324279785,-43.576026916503906
283,way,3.9322760105133057,-15.933533668518066
284,even,20.86109161376953,-17.82010841369629
285,functions,7.603279113769531,-42.03466796875
286,defined,1.4089030027389526,-46.41655731201172
287,M,4.989063262939453,38.47783279418945
288,every,-10.158720016479492,-24.18620491027832
289,m,-9.086453437805176,42.92014694213867
290,we,9.463907241821289,-19.599327087402344
291,equivalent,4.765265941619873,-0.8098985552787781
292,atop,-20.631067276000977,0.2875465750694275
293,d,-7.548108100891113,24.13023567199707
294,mocrate,-9.041855812072754,23.821189880371094
295,humaniste,-9.04193115234375,23.82500457763672
296,Not,-2.2077925205230713,19.954565048217773
297,confused,7.637484073638916,4.210212230682373
298,Christian,-7.2493157386779785,22.839387893676758
299,Social,-9.167746543884277,22.07601547241211
300,Party,-12.701896667480469,21.221010208129883
301,Humanist,-9.832426071166992,23.47995948791504
302,Democratic,-9.873955726623535,22.928144454956055
303,logo,-8.341419219970703,23.613351821899414
304,President,-14.598673820495605,-1.0033737421035767
305,Preceded,-42.840370178222656,23.605514526367188
306,des,-9.877364158630371,26.8538761138916
307,Brussels,-11.879348754882812,26.622913360595703
308,Ideology,-9.143119812011719,26.340757369995117
309,democracy,-9.144599914550781,26.102516174316406
310,humanism,-8.42265510559082,26.768321990966797
311,Political,-9.924516677856445,24.211597442626953
312,position,-6.4229631423950195,24.872352600097656
313,European,-9.73192024230957,28.272241592407227
314,People,-54.79895782470703,2.027552843093872
315,International,-8.550716400146484,33.11288833618164
316,Parliament,-13.510211944580078,27.982595443725586
317,group,58.71431350708008,-10.679481506347656
318,counterpart,-8.18908977508545,25.174184799194336
319,CD,-8.894431114196777,24.943836212158203
320,V,-8.963147163391113,25.22953987121582
321,Brown,-16.44388198852539,26.262950897216797
322,Chamber,-11.388601303100586,27.76751136779785
323,Representatives,-11.383475303649902,27.704612731933594
324,French,-11.6242094039917,25.168376922607422
325,speaking,-10.352638244628906,25.435123443603516
326,seats,-11.219818115234375,28.501976013183594
327,Senate,-12.062124252319336,28.108243942260742
328,Walloon,-12.134844779968262,26.62218475341797
329,Community,-11.831233024597168,26.239912033081055
330,Politics,-10.612811088562012,24.13800811767578
331,Belgium,-8.324437141418457,22.408384323120117
332,parties,-11.027174949645996,22.600454330444336
333,democratic,-14.212047576904297,22.181821823120117
334,political,-36.59571838378906,-6.058990955352783
335,party,-11.919839859008789,23.800121307373047
336,Until,9.218461036682129,32.03599166870117
337,PSC,-7.3861284255981445,21.53005027770996
338,currently,7.903536796569824,32.62942886352539
339,Government,-13.12559700012207,26.711772918701172
340,Region,-11.943037033081055,26.254384994506836
341,no,33.17210388183594,33.461368560791016
342,longer,49.46656036376953,16.52487564086914
343,following,-6.606912612915039,18.713623046875
344,May,-13.945704460144043,0.06510639190673828
345,national,-12.312573432922363,-30.20742416381836
346,elections,-12.655821800231934,25.83350372314453
347,federal,10.167112350463867,-54.53104782104492
348,government,-14.079484939575195,-35.83830642700195
349,results,44.70695114135742,9.278619766235352
350,Federal,-16.318965911865234,-38.312808990478516
351,Further,-27.474206924438477,-43.80433654785156
352,reading,-27.261980056762695,-44.157920837402344
353,References,-28.193044662475586,-46.968204498291016
354,officially,0.2708193063735962,33.118465423583984
355,founded,-38.604881286621094,5.592015266418457
356,foundation,-8.567604064941406,21.005456924438477
357,result,36.50629806518555,-15.804347038269043
358,split,41.11019515991211,-13.83413028717041
359,into,-30.61608123779297,11.754186630249023
360,Dutch,8.707841873168945,21.57030487060547
361,increased,26.308198928833008,10.590914726257324
362,tensions,-6.934845447540283,20.325353622436523
363,after,-18.450363159179688,-7.123411655426025
364,crisis,-6.86469841003418,20.108694076538086
365,performed,10.812219619750977,26.85747528076172
366,particularly,-17.291446685791016,-21.890872955322266
367,general,-48.96242141723633,15.385408401489258
368,election,-8.086394309997559,19.81675148010254
369,linked,11.730085372924805,24.396747589111328
370,several,32.751705169677734,-35.17972946166992
371,escape,24.14150047302246,-12.251523971557617
372,discovery,6.329977512359619,6.80349588394165
373,coalition,-13.433393478393555,29.412385940551758
374,partner,53.359004974365234,-0.1557552069425583
375,decline,21.51430892944336,5.899508476257324
376,votes,-12.057703018188477,30.12702178955078
377,explained,-0.8315831422805786,-13.33376407623291
378,opposition,-13.668693542480469,30.193010330200195
379,levels,53.230159759521484,-8.058250427246094
380,started,-2.0786423683166504,4.702441215515137
381,process,43.851722717285156,-12.451179504394531
382,internal,-13.627840042114258,-6.791705131530762
383,reform,-16.372028350830078,-35.808265686035156
384,charter,-10.340450286865234,19.870615005493164
385,principles,-11.592302322387695,18.83324432373047
386,adopted,-9.989921569824219,19.31322479248047
387,name,-6.54515266418457,36.15866470336914
388,did,-6.341947555541992,-23.947586059570312
389,perform,40.94588088989258,4.032762050628662
390,much,6.972385883331299,5.253258228302002
391,better,22.852079391479492,-2.9533069133758545
392,still,3.004000663757324,11.813729286193848
393,After,7.105988025665283,17.174222946166992
394,returned,-15.652235984802246,24.376354217529297
395,current,2.2623801231384277,6.596611022949219
396,president,-29.855974197387695,1.5810878276824951
397,won,-28.76410484313965,25.436471939086914
398,out,3.5361087322235107,-19.336395263671875
399,lost,-27.25676918029785,20.89543342590332
400,seat,-7.426699638366699,-28.942073822021484
401,kept,-3.396256923675537,31.068483352661133
402,notably,-6.902036190032959,26.691396713256836
403,includes,-8.051702499389648,27.323823928833008
404,centre,-7.1692023277282715,27.81951904296875
405,policy,-7.918308258056641,28.747671127319336
406,towards,-36.81425857543945,-3.8723983764648438
407,economy,-29.621566772460938,-23.556913375854492
408,supporting,17.500289916992188,26.537324905395508
409,state,-7.673144340515137,-27.533845901489258
410,calling,-31.110668182373047,-16.479089736938477
411,Results,-21.308670043945312,37.238834381103516
412,Election,-12.15257740020752,29.78090476989746
413,year,-11.169440269470215,31.572893142700195
414,overall,-11.849465370178223,29.727888107299805
415,vote,-11.283016204833984,30.258209228515625
416,language,-12.298203468322754,30.75348472595215
417,Decrease,-12.919941902160645,29.60245704650879
418,Increase,-14.30371379852295,29.334482192993164
419,Steady,-12.78319263458252,29.59311866760254
420,college,-13.402139663696289,31.765045166015625
421,Democracy,-7.945032596588135,21.863773345947266
422,Europe,-5.60668420791626,22.3038387298584
423,End,-21.604198455810547,15.228500366210938
424,War,-33.013221740722656,-3.7071781158447266
425,ISBN,-15.395034790039062,-52.86601257324219
426,Michael,25.00041389465332,-44.10593032836914
427,since,-0.23598253726959229,50.20864486694336
428,inside,-1.1743431091308594,1.565032958984375
429,variable,-2.1375110149383545,28.12711524963379
430,stamp,-43.93221664428711,12.856668472290039
431,machine,-2.5913679599761963,27.760011672973633
432,showing,-0.9999495148658752,-3.982191562652588
433,stamps,-4.641540050506592,26.778972625732422
434,before,13.179020881652832,-27.266157150268555
435,printed,-34.750709533691406,-11.68666934967041
436,selection,7.239465236663818,43.28540802001953
437,range,26.64017105102539,-3.4838767051696777
438,values,-1.25790536403656,-36.62309265136719
439,selected,-22.312036514282227,-17.689531326293945
440,self,-13.85334587097168,-28.474761962890625
441,postage,-43.46844482421875,12.113175392150879
442,common,24.582181930541992,24.513065338134766
443,design,-42.52885437011719,20.200319290161133
444,issued,-16.65778160095215,-44.552154541015625
445,time,8.548428535461426,15.279208183288574
446,fixed,17.67302131652832,17.86147117614746
447,postal,-45.5772590637207,14.640247344970703
448,rates,20.851978302001953,-5.0681071281433105
449,machines,-17.040618896484375,-16.187482833862305
450,typically,26.611013412475586,22.325227737426758
451,use,60.36884689331055,-7.286645889282227
452,post,-46.754173278808594,15.663612365722656
453,office,-46.587249755859375,16.72870445251465
454,environments,21.343738555908203,19.090103149414062
455,As,-46.18933868408203,9.079107284545898
456,varies,33.55630111694336,-9.167078018188477
457,these,40.56545639038086,29.917097091674805
458,described,-23.61888885498047,-36.914058685302734
459,type,46.317291259765625,11.035406112670898
460,They,11.216732025146484,-20.54448699951172
461,closely,25.5117130279541,20.609235763549805
462,related,0.8096590638160706,-38.290809631347656
463,meter,25.249574661254883,20.736862182617188
464,meters,14.949216842651367,-1.2692198753356934
465,concept,4.719009876251221,4.488990306854248
466,developed,-11.201905250549316,14.56239128112793
467,variety,6.8110175132751465,44.90835952758789
468,different,13.896244049072266,-11.329916954040527
469,names,-16.125085830688477,3.5137224197387695
470,Germany,-1.8990209102630615,24.813846588134766
471,ATM,-4.281021595001221,26.47324562072754
472,USA,-13.78090763092041,20.367507934570312
473,Autopost,-4.25343132019043,26.437406539916992
474,Frama,-3.345318078994751,27.064558029174805
475,labels,-3.3667919635772705,27.05607032775879
476,Stanley,-20.186058044433594,34.17351150512695
477,Collecting,-4.3546013832092285,26.265493392944336
478,many,8.410752296447754,8.294204711914062
479,experiments,9.940034866333008,-5.262115001678467
480,systems,38.630950927734375,-14.015113830566406
481,years,22.011959075927734,24.969104766845703
482,none,18.79688262939453,-2.3163015842437744
483,truly,2.6999502182006836,24.86246681213379
484,successful,3.8699750900268555,24.538970947265625
485,until,-12.434344291687012,-48.0594367980957
486,evolution,18.4708309173584,16.789142608642578
487,modern,1.884764552116394,24.819990158081055
488,printing,-56.76197814941406,-1.3520262241363525
489,technology,2.0006637573242188,25.457233428955078
490,development,30.587825775146484,8.359234809875488
491,developing,-2.878145694732666,-17.126514434814453
492,taken,-0.9053061008453369,-17.83167266845703
493,were,-13.797478675842285,-13.105424880981445
494,soon,-21.19021224975586,-13.825332641601562
495,tried,5.472443103790283,-16.31648826599121
496,Australia,-18.552919387817383,-35.444679260253906
497,New,-43.36767578125,35.130699157714844
498,Zealand,-17.096389770507812,-16.148120880126953
499,States,-26.84387969970703,44.45070266723633
500,company,-3.8371737003326416,28.45530128479004
501,Switzerland,-2.685957193374634,26.373815536499023
502,produced,9.61594009399414,-24.710952758789062
503,special,11.872352600097656,29.162860870361328
504,paper,-12.451578140258789,-11.804800987243652
505,electronic,7.01658821105957,-25.384923934936523
506,could,25.23447036743164,-28.650230407714844
507,create,17.8170166015625,-26.4826717376709
508,British,-49.360450744628906,14.148137092590332
509,Post,-14.970319747924805,-47.606788635253906
510,Office,-14.916893005371094,-47.523895263671875
511,experiment,9.070526123046875,1.3821210861206055
512,regarded,0.327450156211853,17.365320205688477
513,success,-4.110571384429932,-31.477371215820312
514,introduced,-4.574314117431641,23.77267837524414
515,whole,23.05634117126465,-17.963973999023438
516,being,21.33890724182129,-15.808830261230469
517,operation,6.713127613067627,-30.756689071655273
518,onto,-28.00040054321289,13.143590927124023
519,rather,31.420257568359375,-39.24950408935547
520,than,31.41805076599121,-39.24814987182617
521,just,13.284847259521484,-13.756369590759277
522,pre,39.147525787353516,9.005979537963867
523,U,23.518674850463867,-50.00651168823242
524,Service,-33.443756103515625,3.1701557636260986
525,Those,-14.75887680053711,-43.99609375
526,considered,-7.924405097961426,17.115665435791016
527,construction,-10.724071502685547,-37.64924621582031
528,Group,-11.078235626220703,-5.994390964508057
529,items,-13.921957015991211,-31.386947631835938
530,F,18.821199417114258,19.077533721923828
531,C,-14.968056678771973,38.68904113769531
532,season,-26.93309783935547,33.272613525390625
533,Liverpool,-24.418533325195312,37.744163513183594
534,Second,-21.892749786376953,37.37694549560547
535,Division,-21.286916732788086,36.59654235839844
536,rd,-25.00615882873535,36.46242141723633
537,FA,-23.210464477539062,36.94098663330078
538,Cup,-23.227319717407227,36.95124053955078
539,Fifth,-23.735177993774414,36.40149688720703
540,League,-26.604101181030273,37.465476989746094
541,Billy,-28.83502197265625,39.802276611328125
542,Liddell,-19.526226043701172,42.702205657958984
543,All,56.361576080322266,-22.509803771972656
544,home,-25.3660888671875,37.55297088623047
545,attendance,-24.846681594848633,37.73239517211914
546,v,-26.2648983001709,41.020965576171875
547,Manchester,-23.1816349029541,38.07691955566406
548,City,-22.995492935180664,40.646575927734375
549,February,-25.386737823486328,38.5062141418457
550,Leeds,-23.072021484375,38.55945587158203
551,th,-45.251731872558594,-10.766059875488281
552,existence,-28.5621395111084,-20.7323055267334
553,would,24.763946533203125,-17.678451538085938
554,prove,10.062381744384766,1.2051221132278442
555,outside,12.923311233520508,28.59929084777832
556,top,3.86968994140625,1.6104048490524292
557,four,26.301315307617188,37.01424789428711
558,points,-26.66025161743164,30.08618927001953
559,places,25.57077407836914,-39.04199981689453
560,got,-23.807403564453125,34.86725997924805
561,Squad,-22.376081466674805,36.08610534667969
562,South,-10.586013793945312,0.10269155353307724
563,Price,-43.54977035522461,-2.5260610580444336
564,Twentyman,-18.275970458984375,39.78252410888672
565,White,-30.401111602783203,16.258563995361328
566,Court,-18.20770263671875,36.582305908203125
567,Jackson,-31.743764877319336,37.44717025756836
568,Payne,-18.34877586364746,39.7318229675293
569,Saunders,-16.908794403076172,40.250389099121094
570,Anderson,-18.10912322998047,41.28807830810547
571,Arnell,-19.85685920715332,41.978633880615234
572,Dickson,-18.743680953979492,40.79106140136719
573,Evans,-19.243431091308594,41.2608642578125
574,Rowley,-19.192873001098633,40.21512985229492
575,Club,-23.873172760009766,32.87828063964844
576,P,-14.427157402038574,39.219993591308594
577,W,-16.46258544921875,42.058563232421875
578,D,4.019062519073486,13.852543830871582
579,L,1.995816707611084,47.731689453125
580,Sheffield,-19.657955169677734,39.05881881713867
581,Wednesday,-19.748498916625977,39.08841323852539
582,Blackburn,-20.941762924194336,39.535980224609375
583,Rovers,-21.385032653808594,41.66646194458008
584,Leicester,-21.6119384765625,40.01239776611328
585,Bristol,-21.463781356811523,41.39393997192383
586,Nottingham,-22.058040618896484,39.510345458984375
587,Forest,-22.97809410095215,39.92808151245117
588,Lincoln,-22.599868774414062,41.60268020629883
589,Fulham,-21.671363830566406,40.63890075683594
590,Swansea,-21.56814193725586,40.70295715332031
591,Town,-21.419761657714844,40.72626876831055
592,Port,-21.07333755493164,40.594757080078125
593,Vale,-20.917585372924805,40.38420867919922
594,Stoke,-20.8670597076416,40.33656311035156
595,Middlesbrough,-20.895923614501953,39.75564956665039
596,Bury,-20.769880294799805,39.816734313964844
597,West,-23.81822395324707,41.67528533935547
598,Ham,-20.573787689208984,39.61130905151367
599,Doncaster,-20.26069450378418,40.046058654785156
600,Barnsley,-20.02947235107422,40.08040237426758
601,Rotherham,-20.258813858032227,39.64121627807617
602,Notts,-19.990840911865234,39.718421936035156
603,County,-19.240278244018555,38.304847717285156
604,Plymouth,-20.828859329223633,38.847599029541016
605,Argyle,-20.92838478088379,38.589210510253906
606,Hull,-21.221811294555664,38.260074615478516
607,Report,-21.174623489379883,42.91193389892578
608,Aug,-21.769474029541016,39.11427688598633
609,Goal,-20.676856994628906,42.533626556396484
610,H,-22.609891891479492,42.82590103149414
611,Sep,-20.400239944458008,45.01234436035156
612,Oct,-20.41158103942871,44.96460723876953
613,Nov,-19.986705780029297,40.50153350830078
614,pen,-18.704341888427734,42.111385345458984
615,Dec,-20.521961212158203,41.394676208496094
616,Jan,-20.177371978759766,37.84372329711914
617,Feb,-20.40130043029785,40.96584701538086
618,Mar,-20.208078384399414,41.03452682495117
619,Apr,-20.09832763671875,40.652000427246094
620,nutrition,-13.88053035736084,46.26021957397461
621,Pregnancy,33.36469268798828,16.228673934936523
622,Nutrition,-12.424538612365723,45.71992492675781
623,weight,37.05374526977539,14.703974723815918
624,management,-9.045214653015137,-41.759521484375
625,during,20.468233108520508,-7.4751787185668945
626,pregnancy,34.451541900634766,10.273529052734375
627,profound,20.160411834716797,-6.825794219970703
628,effect,-5.755266189575195,-37.360504150390625
629,infants,32.978797912597656,8.070262908935547
